country,continent,year,metric,value
Morocco,Africa,1997,pop,28529501.0
Morocco,Africa,2002,gdpPercap,3258.495584
Morocco,Africa,2002,lifeExp,69.615
Morocco,Africa,2002,pop,31167783.0
Morocco,Africa,2007,gdpPercap,3820.17523
Morocco,Africa,2007,lifeExp,71.164
Morocco,Africa,2007,pop,33757175.0
Mozambique,Africa,1952,gdpPercap,468.5260381
Mozambique,Africa,1952,lifeExp,31.286
Mozambique,Africa,1952,pop,6446316.0
Mozambique,Africa,1957,gdpPercap,495.5868333
Mozambique,Africa,1957,lifeExp,33.779
Mozambique,Africa,1957,pop,7038035.0
Mozambique,Africa,1962,gdpPercap,556.6863539
Mozambique,Africa,1962,lifeExp,36.161
Mozambique,Africa,1962,pop,7788944.0
Mozambique,Africa,1967,gdpPercap,566.6691539
Mozambique,Africa,1967,lifeExp,38.113
Mozambique,Africa,1967,pop,8680909.0
Mozambique,Africa,1972,gdpPercap,724.9178037
Mozambique,Africa,1972,lifeExp,40.328
Mozambique,Africa,1972,pop,9809596.0
Mozambique,Africa,1977,gdpPercap,502.3197334
Mozambique,Africa,1977,lifeExp,42.495
Mozambique,Africa,1977,pop,11127868.0
Mozambique,Africa,1982,gdpPercap,462.2114149
Mozambique,Africa,1982,lifeExp,42.795
Mozambique,Africa,1982,pop,12587223.0
Mozambique,Africa,1987,gdpPercap,389.8761846
Mozambique,Africa,1987,lifeExp,42.861
Mozambique,Africa,1987,pop,12891952.0
Mozambique,Africa,1992,gdpPercap,410.8968239
Mozambique,Africa,1992,lifeExp,44.284
Mozambique,Africa,1992,pop,13160731.0
Mozambique,Africa,1997,gdpPercap,472.3460771
Mozambique,Africa,1997,lifeExp,46.344
Mozambique,Africa,1997,pop,16603334.0
Mozambique,Africa,2002,gdpPercap,633.6179466
Mozambique,Africa,2002,lifeExp,44.026
Mozambique,Africa,2002,pop,18473780.0
Mozambique,Africa,2007,gdpPercap,823.6856205
Mozambique,Africa,2007,lifeExp,42.082
Mozambique,Africa,2007,pop,19951656.0
Namibia,Africa,1952,gdpPercap,2423.780443
Namibia,Africa,1952,lifeExp,41.725
Namibia,Africa,1952,pop,485831.0
Namibia,Africa,1957,gdpPercap,2621.448058
Namibia,Africa,1957,lifeExp,45.226
Namibia,Africa,1957,pop,548080.0
Namibia,Africa,1962,gdpPercap,3173.215595
Namibia,Africa,1962,lifeExp,48.386
Namibia,Africa,1962,pop,621392.0
Namibia,Africa,1967,gdpPercap,3793.694753
Namibia,Africa,1967,lifeExp,51.159
Namibia,Africa,1967,pop,706640.0
Namibia,Africa,1972,gdpPercap,3746.080948
Namibia,Africa,1972,lifeExp,53.867
Namibia,Africa,1972,pop,821782.0
Namibia,Africa,1977,gdpPercap,3876.485958
Namibia,Africa,1977,lifeExp,56.437
Namibia,Africa,1977,pop,977026.0
Namibia,Africa,1982,gdpPercap,4191.100511
Namibia,Africa,1982,lifeExp,58.968
Namibia,Africa,1982,pop,1099010.0
Namibia,Africa,1987,gdpPercap,3693.731337
Namibia,Africa,1987,lifeExp,60.835
Namibia,Africa,1987,pop,1278184.0
Namibia,Africa,1992,gdpPercap,3804.537999
Namibia,Africa,1992,lifeExp,61.999
Namibia,Africa,1992,pop,1554253.0
Namibia,Africa,1997,gdpPercap,3899.52426
Namibia,Africa,1997,lifeExp,58.909
Namibia,Africa,1997,pop,1774766.0
Namibia,Africa,2002,gdpPercap,4072.324751
Namibia,Africa,2002,lifeExp,51.479
Namibia,Africa,2002,pop,1972153.0
Namibia,Africa,2007,gdpPercap,4811.060429
Namibia,Africa,2007,lifeExp,52.906
Namibia,Africa,2007,pop,2055080.0
Niger,Africa,1952,gdpPercap,761.879376
Niger,Africa,1952,lifeExp,37.444
Niger,Africa,1952,pop,3379468.0
Niger,Africa,1957,gdpPercap,835.5234025
Niger,Africa,1957,lifeExp,38.598
Niger,Africa,1957,pop,3692184.0
Niger,Africa,1962,gdpPercap,997.7661127
Niger,Africa,1962,lifeExp,39.487
Niger,Africa,1962,pop,4076008.0
Niger,Africa,1967,gdpPercap,1054.384891
Niger,Africa,1967,lifeExp,40.118
Niger,Africa,1967,pop,4534062.0
Niger,Africa,1972,gdpPercap,954.2092363
Niger,Africa,1972,lifeExp,40.546
Niger,Africa,1972,pop,5060262.0
Niger,Africa,1977,gdpPercap,808.8970728
Niger,Africa,1977,lifeExp,41.291
Niger,Africa,1977,pop,5682086.0
Niger,Africa,1982,gdpPercap,909.7221354
Niger,Africa,1982,lifeExp,42.598
Niger,Africa,1982,pop,6437188.0
Niger,Africa,1987,gdpPercap,668.3000228
Niger,Africa,1987,lifeExp,44.555
Niger,Africa,1987,pop,7332638.0
Niger,Africa,1992,gdpPercap,581.182725
Niger,Africa,1992,lifeExp,47.391
Niger,Africa,1992,pop,8392818.0
Niger,Africa,1997,gdpPercap,580.3052092
Niger,Africa,1997,lifeExp,51.313
Niger,Africa,1997,pop,9666252.0
Niger,Africa,2002,gdpPercap,601.0745012
Niger,Africa,2002,lifeExp,54.496
Niger,Africa,2002,pop,11140655.0
Niger,Africa,2007,gdpPercap,619.6768924
Niger,Africa,2007,lifeExp,56.867
Niger,Africa,2007,pop,12894865.0
Nigeria,Africa,1952,gdpPercap,1077.281856
Nigeria,Africa,1952,lifeExp,36.324
Nigeria,Africa,1952,pop,33119096.0
Nigeria,Africa,1957,gdpPercap,1100.592563
Nigeria,Africa,1957,lifeExp,37.802
Nigeria,Africa,1957,pop,37173340.0
Nigeria,Africa,1962,gdpPercap,1150.927478
Nigeria,Africa,1962,lifeExp,39.36
Nigeria,Africa,1962,pop,41871351.0
Nigeria,Africa,1967,gdpPercap,1014.514104
Nigeria,Africa,1967,lifeExp,41.04
Nigeria,Africa,1967,pop,47287752.0
Nigeria,Africa,1972,gdpPercap,1698.388838
Nigeria,Africa,1972,lifeExp,42.821
Nigeria,Africa,1972,pop,53740085.0
Nigeria,Africa,1977,gdpPercap,1981.951806
Nigeria,Africa,1977,lifeExp,44.514
Nigeria,Africa,1977,pop,62209173.0
Nigeria,Africa,1982,gdpPercap,1576.97375
Nigeria,Africa,1982,lifeExp,45.826
Nigeria,Africa,1982,pop,73039376.0
Nigeria,Africa,1987,gdpPercap,1385.029563
Nigeria,Africa,1987,lifeExp,46.886
Nigeria,Africa,1987,pop,81551520.0
Nigeria,Africa,1992,gdpPercap,1619.848217
Nigeria,Africa,1992,lifeExp,47.472
Nigeria,Africa,1992,pop,93364244.0
Nigeria,Africa,1997,gdpPercap,1624.941275
Nigeria,Africa,1997,lifeExp,47.464
Nigeria,Africa,1997,pop,106207839.0
Nigeria,Africa,2002,gdpPercap,1615.286395
Nigeria,Africa,2002,lifeExp,46.608
Nigeria,Africa,2002,pop,119901274.0
Nigeria,Africa,2007,gdpPercap,2013.977305
Nigeria,Africa,2007,lifeExp,46.859
Nigeria,Africa,2007,pop,135031164.0
Reunion,Africa,1952,gdpPercap,2718.885295
Reunion,Africa,1952,lifeExp,52.724
Reunion,Africa,1952,pop,257700.0
Reunion,Africa,1957,gdpPercap,2769.451844
Reunion,Africa,1957,lifeExp,55.09
Reunion,Africa,1957,pop,308700.0
Reunion,Africa,1962,gdpPercap,3173.72334
Reunion,Africa,1962,lifeExp,57.666
Reunion,Africa,1962,pop,358900.0
Reunion,Africa,1967,gdpPercap,4021.175739
Reunion,Africa,1967,lifeExp,60.542
Reunion,Africa,1967,pop,414024.0
Reunion,Africa,1972,gdpPercap,5047.658563
Reunion,Africa,1972,lifeExp,64.274
Reunion,Africa,1972,pop,461633.0
Reunion,Africa,1977,gdpPercap,4319.804067
Reunion,Africa,1977,lifeExp,67.064
Reunion,Africa,1977,pop,492095.0
Reunion,Africa,1982,gdpPercap,5267.219353
Reunion,Africa,1982,lifeExp,69.885
Reunion,Africa,1982,pop,517810.0
Reunion,Africa,1987,gdpPercap,5303.377488
Reunion,Africa,1987,lifeExp,71.913
Reunion,Africa,1987,pop,562035.0
Reunion,Africa,1992,gdpPercap,6101.255823
Reunion,Africa,1992,lifeExp,73.615
Reunion,Africa,1992,pop,622191.0
Reunion,Africa,1997,gdpPercap,6071.941411
Reunion,Africa,1997,lifeExp,74.772
Reunion,Africa,1997,pop,684810.0
Reunion,Africa,2002,gdpPercap,6316.1652
Reunion,Africa,2002,lifeExp,75.744
Reunion,Africa,2002,pop,743981.0
Reunion,Africa,2007,gdpPercap,7670.122558
Reunion,Africa,2007,lifeExp,76.442
Reunion,Africa,2007,pop,798094.0
Rwanda,Africa,1952,gdpPercap,493.3238752
Rwanda,Africa,1952,lifeExp,40.0
Rwanda,Africa,1952,pop,2534927.0
Rwanda,Africa,1957,gdpPercap,540.2893983
Rwanda,Africa,1957,lifeExp,41.5
Rwanda,Africa,1957,pop,2822082.0
Rwanda,Africa,1962,gdpPercap,597.4730727
Rwanda,Africa,1962,lifeExp,43.0
Rwanda,Africa,1962,pop,3051242.0
Rwanda,Africa,1967,gdpPercap,510.9637142
Rwanda,Africa,1967,lifeExp,44.1
Rwanda,Africa,1967,pop,3451079.0
Rwanda,Africa,1972,gdpPercap,590.5806638
Rwanda,Africa,1972,lifeExp,44.6
Rwanda,Africa,1972,pop,3992121.0
Rwanda,Africa,1977,gdpPercap,670.0806011
Rwanda,Africa,1977,lifeExp,45.0
Rwanda,Africa,1977,pop,4657072.0
Rwanda,Africa,1982,gdpPercap,881.5706467
Rwanda,Africa,1982,lifeExp,46.218
Rwanda,Africa,1982,pop,5507565.0
Rwanda,Africa,1987,gdpPercap,847.991217
Rwanda,Africa,1987,lifeExp,44.02
Rwanda,Africa,1987,pop,6349365.0
Rwanda,Africa,1992,gdpPercap,737.0685949
Rwanda,Africa,1992,lifeExp,23.599
Rwanda,Africa,1992,pop,7290203.0
Rwanda,Africa,1997,gdpPercap,589.9445051
Rwanda,Africa,1997,lifeExp,36.087
Rwanda,Africa,1997,pop,7212583.0
Rwanda,Africa,2002,gdpPercap,785.6537648
Rwanda,Africa,2002,lifeExp,43.413
Rwanda,Africa,2002,pop,7852401.0
Rwanda,Africa,2007,gdpPercap,863.0884639
Rwanda,Africa,2007,lifeExp,46.242
Rwanda,Africa,2007,pop,8860588.0
Sao Tome and Principe,Africa,1952,gdpPercap,879.5835855
Sao Tome and Principe,Africa,1952,lifeExp,46.471
Sao Tome and Principe,Africa,1952,pop,60011.0
Sao Tome and Principe,Africa,1957,gdpPercap,860.7369026
Sao Tome and Principe,Africa,1957,lifeExp,48.945
Sao Tome and Principe,Africa,1957,pop,61325.0
Sao Tome and Principe,Africa,1962,gdpPercap,1071.551119
Sao Tome and Principe,Africa,1962,lifeExp,51.893
Sao Tome and Principe,Africa,1962,pop,65345.0
Sao Tome and Principe,Africa,1967,gdpPercap,1384.840593
Sao Tome and Principe,Africa,1967,lifeExp,54.425
Sao Tome and Principe,Africa,1967,pop,70787.0
Sao Tome and Principe,Africa,1972,gdpPercap,1532.985254
Sao Tome and Principe,Africa,1972,lifeExp,56.48
Sao Tome and Principe,Africa,1972,pop,76595.0
Sao Tome and Principe,Africa,1977,gdpPercap,1737.561657
Sao Tome and Principe,Africa,1977,lifeExp,58.55
Sao Tome and Principe,Africa,1977,pop,86796.0
Sao Tome and Principe,Africa,1982,gdpPercap,1890.218117
Sao Tome and Principe,Africa,1982,lifeExp,60.351
Sao Tome and Principe,Africa,1982,pop,98593.0
Sao Tome and Principe,Africa,1987,gdpPercap,1516.525457
Sao Tome and Principe,Africa,1987,lifeExp,61.728
Sao Tome and Principe,Africa,1987,pop,110812.0
Sao Tome and Principe,Africa,1992,gdpPercap,1428.777814
Sao Tome and Principe,Africa,1992,lifeExp,62.742
Sao Tome and Principe,Africa,1992,pop,125911.0
Sao Tome and Principe,Africa,1997,gdpPercap,1339.076036
Sao Tome and Principe,Africa,1997,lifeExp,63.306
Sao Tome and Principe,Africa,1997,pop,145608.0
Sao Tome and Principe,Africa,2002,gdpPercap,1353.09239
Sao Tome and Principe,Africa,2002,lifeExp,64.337
Sao Tome and Principe,Africa,2002,pop,170372.0
Sao Tome and Principe,Africa,2007,gdpPercap,1598.435089
Sao Tome and Principe,Africa,2007,lifeExp,65.528
Sao Tome and Principe,Africa,2007,pop,199579.0
Senegal,Africa,1952,gdpPercap,1450.356983
Senegal,Africa,1952,lifeExp,37.278
Senegal,Africa,1952,pop,2755589.0
Senegal,Africa,1957,gdpPercap,1567.653006
Senegal,Africa,1957,lifeExp,39.329
Senegal,Africa,1957,pop,3054547.0
Senegal,Africa,1962,gdpPercap,1654.988723
Senegal,Africa,1962,lifeExp,41.454
Senegal,Africa,1962,pop,3430243.0
Senegal,Africa,1967,gdpPercap,1612.404632
Senegal,Africa,1967,lifeExp,43.563
Senegal,Africa,1967,pop,3965841.0
Senegal,Africa,1972,gdpPercap,1597.712056
Senegal,Africa,1972,lifeExp,45.815
Senegal,Africa,1972,pop,4588696.0
Senegal,Africa,1977,gdpPercap,1561.769116
Senegal,Africa,1977,lifeExp,48.879
Senegal,Africa,1977,pop,5260855.0
Senegal,Africa,1982,gdpPercap,1518.479984
Senegal,Africa,1982,lifeExp,52.379
Senegal,Africa,1982,pop,6147783.0
Senegal,Africa,1987,gdpPercap,1441.72072
Senegal,Africa,1987,lifeExp,55.769
Senegal,Africa,1987,pop,7171347.0
Senegal,Africa,1992,gdpPercap,1367.899369
Senegal,Africa,1992,lifeExp,58.196
Senegal,Africa,1992,pop,8307920.0
Senegal,Africa,1997,gdpPercap,1392.368347
Senegal,Africa,1997,lifeExp,60.187
Senegal,Africa,1997,pop,9535314.0
Senegal,Africa,2002,gdpPercap,1519.635262
Senegal,Africa,2002,lifeExp,61.6
Senegal,Africa,2002,pop,10870037.0
Senegal,Africa,2007,gdpPercap,1712.472136
Senegal,Africa,2007,lifeExp,63.062
Senegal,Africa,2007,pop,12267493.0
Sierra Leone,Africa,1952,gdpPercap,879.7877358
Sierra Leone,Africa,1952,lifeExp,30.331
Sierra Leone,Africa,1952,pop,2143249.0
Sierra Leone,Africa,1957,gdpPercap,1004.484437
Sierra Leone,Africa,1957,lifeExp,31.57
Sierra Leone,Africa,1957,pop,2295678.0
Sierra Leone,Africa,1962,gdpPercap,1116.639877
Sierra Leone,Africa,1962,lifeExp,32.767
Sierra Leone,Africa,1962,pop,2467895.0
Sierra Leone,Africa,1967,gdpPercap,1206.043465
Sierra Leone,Africa,1967,lifeExp,34.113
Sierra Leone,Africa,1967,pop,2662190.0
Sierra Leone,Africa,1972,gdpPercap,1353.759762
Sierra Leone,Africa,1972,lifeExp,35.4
Sierra Leone,Africa,1972,pop,2879013.0
Sierra Leone,Africa,1977,gdpPercap,1348.285159
Sierra Leone,Africa,1977,lifeExp,36.788
Sierra Leone,Africa,1977,pop,3140897.0
Sierra Leone,Africa,1982,gdpPercap,1465.010784
Sierra Leone,Africa,1982,lifeExp,38.445
Sierra Leone,Africa,1982,pop,3464522.0
Sierra Leone,Africa,1987,gdpPercap,1294.447788
Sierra Leone,Africa,1987,lifeExp,40.006
Sierra Leone,Africa,1987,pop,3868905.0
Sierra Leone,Africa,1992,gdpPercap,1068.696278
Sierra Leone,Africa,1992,lifeExp,38.333
Sierra Leone,Africa,1992,pop,4260884.0
Sierra Leone,Africa,1997,gdpPercap,574.6481576
Sierra Leone,Africa,1997,lifeExp,39.897
Sierra Leone,Africa,1997,pop,4578212.0
Sierra Leone,Africa,2002,gdpPercap,699.489713
Sierra Leone,Africa,2002,lifeExp,41.012
Sierra Leone,Africa,2002,pop,5359092.0
Sierra Leone,Africa,2007,gdpPercap,862.5407561
Sierra Leone,Africa,2007,lifeExp,42.568
Sierra Leone,Africa,2007,pop,6144562.0
Somalia,Africa,1952,gdpPercap,1135.749842
Somalia,Africa,1952,lifeExp,32.978
Somalia,Africa,1952,pop,2526994.0
Somalia,Africa,1957,gdpPercap,1258.147413
Somalia,Africa,1957,lifeExp,34.977
Somalia,Africa,1957,pop,2780415.0
Somalia,Africa,1962,gdpPercap,1369.488336
Somalia,Africa,1962,lifeExp,36.981
Somalia,Africa,1962,pop,3080153.0
Somalia,Africa,1967,gdpPercap,1284.73318
Somalia,Africa,1967,lifeExp,38.977
Somalia,Africa,1967,pop,3428839.0
Somalia,Africa,1972,gdpPercap,1254.576127
Somalia,Africa,1972,lifeExp,40.973
Somalia,Africa,1972,pop,3840161.0
Somalia,Africa,1977,gdpPercap,1450.992513
Somalia,Africa,1977,lifeExp,41.974
Somalia,Africa,1977,pop,4353666.0
Somalia,Africa,1982,gdpPercap,1176.807031
Somalia,Africa,1982,lifeExp,42.955
Somalia,Africa,1982,pop,5828892.0
Somalia,Africa,1987,gdpPercap,1093.244963
Somalia,Africa,1987,lifeExp,44.501
Somalia,Africa,1987,pop,6921858.0
Somalia,Africa,1992,gdpPercap,926.9602964
Somalia,Africa,1992,lifeExp,39.658
Somalia,Africa,1992,pop,6099799.0
Somalia,Africa,1997,gdpPercap,930.5964284
Somalia,Africa,1997,lifeExp,43.795
Somalia,Africa,1997,pop,6633514.0
Somalia,Africa,2002,gdpPercap,882.0818218
Somalia,Africa,2002,lifeExp,45.936
Somalia,Africa,2002,pop,7753310.0
Somalia,Africa,2007,gdpPercap,926.1410683
Somalia,Africa,2007,lifeExp,48.159
Somalia,Africa,2007,pop,9118773.0
South Africa,Africa,1952,gdpPercap,4725.295531
South Africa,Africa,1952,lifeExp,45.009
South Africa,Africa,1952,pop,14264935.0
South Africa,Africa,1957,gdpPercap,5487.104219
South Africa,Africa,1957,lifeExp,47.985
South Africa,Africa,1957,pop,16151549.0
South Africa,Africa,1962,gdpPercap,5768.729717
South Africa,Africa,1962,lifeExp,49.951
South Africa,Africa,1962,pop,18356657.0
South Africa,Africa,1967,gdpPercap,7114.477971
South Africa,Africa,1967,lifeExp,51.927
South Africa,Africa,1967,pop,20997321.0
South Africa,Africa,1972,gdpPercap,7765.962636
South Africa,Africa,1972,lifeExp,53.696
South Africa,Africa,1972,pop,23935810.0
South Africa,Africa,1977,gdpPercap,8028.651439
South Africa,Africa,1977,lifeExp,55.527
South Africa,Africa,1977,pop,27129932.0
South Africa,Africa,1982,gdpPercap,8568.266228
South Africa,Africa,1982,lifeExp,58.161
South Africa,Africa,1982,pop,31140029.0
South Africa,Africa,1987,gdpPercap,7825.823398
South Africa,Africa,1987,lifeExp,60.834
South Africa,Africa,1987,pop,35933379.0
South Africa,Africa,1992,gdpPercap,7225.069258
South Africa,Africa,1992,lifeExp,61.888
South Africa,Africa,1992,pop,39964159.0
South Africa,Africa,1997,gdpPercap,7479.188244
South Africa,Africa,1997,lifeExp,60.236
South Africa,Africa,1997,pop,42835005.0
South Africa,Africa,2002,gdpPercap,7710.946444
South Africa,Africa,2002,lifeExp,53.365
South Africa,Africa,2002,pop,44433622.0
South Africa,Africa,2007,gdpPercap,9269.657808
South Africa,Africa,2007,lifeExp,49.339
South Africa,Africa,2007,pop,43997828.0
Sudan,Africa,1952,gdpPercap,1615.991129
Sudan,Africa,1952,lifeExp,38.635
Sudan,Africa,1952,pop,8504667.0
Sudan,Africa,1957,gdpPercap,1770.337074
Sudan,Africa,1957,lifeExp,39.624
Sudan,Africa,1957,pop,9753392.0
Sudan,Africa,1962,gdpPercap,1959.593767
Sudan,Africa,1962,lifeExp,40.87
Sudan,Africa,1962,pop,11183227.0
Sudan,Africa,1967,gdpPercap,1687.997641
Sudan,Africa,1967,lifeExp,42.858
Sudan,Africa,1967,pop,12716129.0
Sudan,Africa,1972,gdpPercap,1659.652775
Sudan,Africa,1972,lifeExp,45.083
Sudan,Africa,1972,pop,14597019.0
Sudan,Africa,1977,gdpPercap,2202.988423
Sudan,Africa,1977,lifeExp,47.8
Sudan,Africa,1977,pop,17104986.0
Sudan,Africa,1982,gdpPercap,1895.544073
Sudan,Africa,1982,lifeExp,50.338
Sudan,Africa,1982,pop,20367053.0
Sudan,Africa,1987,gdpPercap,1507.819159
Sudan,Africa,1987,lifeExp,51.744
Sudan,Africa,1987,pop,24725960.0
Sudan,Africa,1992,gdpPercap,1492.197043
Sudan,Africa,1992,lifeExp,53.556
Sudan,Africa,1992,pop,28227588.0
Sudan,Africa,1997,gdpPercap,1632.210764
Sudan,Africa,1997,lifeExp,55.373
Sudan,Africa,1997,pop,32160729.0
Sudan,Africa,2002,gdpPercap,1993.398314
Sudan,Africa,2002,lifeExp,56.369
Sudan,Africa,2002,pop,37090298.0
Sudan,Africa,2007,gdpPercap,2602.394995
Sudan,Africa,2007,lifeExp,58.556
Sudan,Africa,2007,pop,42292929.0
Swaziland,Africa,1952,gdpPercap,1148.376626
Swaziland,Africa,1952,lifeExp,41.407
Swaziland,Africa,1952,pop,290243.0
Swaziland,Africa,1957,gdpPercap,1244.708364
Swaziland,Africa,1957,lifeExp,43.424
Swaziland,Africa,1957,pop,326741.0
Swaziland,Africa,1962,gdpPercap,1856.182125
Swaziland,Africa,1962,lifeExp,44.992
Swaziland,Africa,1962,pop,370006.0
Swaziland,Africa,1967,gdpPercap,2613.101665
Swaziland,Africa,1967,lifeExp,46.633
Swaziland,Africa,1967,pop,420690.0
Swaziland,Africa,1972,gdpPercap,3364.836625
Swaziland,Africa,1972,lifeExp,49.552
Swaziland,Africa,1972,pop,480105.0
Swaziland,Africa,1977,gdpPercap,3781.410618
Swaziland,Africa,1977,lifeExp,52.537
Swaziland,Africa,1977,pop,551425.0
Swaziland,Africa,1982,gdpPercap,3895.384018
Swaziland,Africa,1982,lifeExp,55.561
Swaziland,Africa,1982,pop,649901.0
Swaziland,Africa,1987,gdpPercap,3984.839812
Swaziland,Africa,1987,lifeExp,57.678
Swaziland,Africa,1987,pop,779348.0
Swaziland,Africa,1992,gdpPercap,3553.0224
Swaziland,Africa,1992,lifeExp,58.474
Swaziland,Africa,1992,pop,962344.0
Swaziland,Africa,1997,gdpPercap,3876.76846
Swaziland,Africa,1997,lifeExp,54.289
Swaziland,Africa,1997,pop,1054486.0
Swaziland,Africa,2002,gdpPercap,4128.116943
Swaziland,Africa,2002,lifeExp,43.869
Swaziland,Africa,2002,pop,1130269.0
Swaziland,Africa,2007,gdpPercap,4513.480643
Swaziland,Africa,2007,lifeExp,39.613
Swaziland,Africa,2007,pop,1133066.0
Tanzania,Africa,1952,gdpPercap,716.6500721
Tanzania,Africa,1952,lifeExp,41.215
Tanzania,Africa,1952,pop,8322925.0
Tanzania,Africa,1957,gdpPercap,698.5356073
Tanzania,Africa,1957,lifeExp,42.974
Tanzania,Africa,1957,pop,9452826.0
Tanzania,Africa,1962,gdpPercap,722.0038073
Tanzania,Africa,1962,lifeExp,44.246
Tanzania,Africa,1962,pop,10863958.0
Tanzania,Africa,1967,gdpPercap,848.2186575
Tanzania,Africa,1967,lifeExp,45.757
Tanzania,Africa,1967,pop,12607312.0
Tanzania,Africa,1972,gdpPercap,915.9850592
Tanzania,Africa,1972,lifeExp,47.62
Tanzania,Africa,1972,pop,14706593.0
Tanzania,Africa,1977,gdpPercap,962.4922932
Tanzania,Africa,1977,lifeExp,49.919
Tanzania,Africa,1977,pop,17129565.0
Tanzania,Africa,1982,gdpPercap,874.2426069
Tanzania,Africa,1982,lifeExp,50.608
Tanzania,Africa,1982,pop,19844382.0
Tanzania,Africa,1987,gdpPercap,831.8220794
Tanzania,Africa,1987,lifeExp,51.535
Tanzania,Africa,1987,pop,23040630.0
Tanzania,Africa,1992,gdpPercap,825.682454
Tanzania,Africa,1992,lifeExp,50.44
Tanzania,Africa,1992,pop,26605473.0
Tanzania,Africa,1997,gdpPercap,789.1862231
Tanzania,Africa,1997,lifeExp,48.466
Tanzania,Africa,1997,pop,30686889.0
Tanzania,Africa,2002,gdpPercap,899.0742111
Tanzania,Africa,2002,lifeExp,49.651
Tanzania,Africa,2002,pop,34593779.0
Tanzania,Africa,2007,gdpPercap,1107.482182
Tanzania,Africa,2007,lifeExp,52.517
Tanzania,Africa,2007,pop,38139640.0
Togo,Africa,1952,gdpPercap,859.8086567
Togo,Africa,1952,lifeExp,38.596
Togo,Africa,1952,pop,1219113.0
Togo,Africa,1957,gdpPercap,925.9083202
Togo,Africa,1957,lifeExp,41.208
Togo,Africa,1957,pop,1357445.0
Togo,Africa,1962,gdpPercap,1067.53481
Togo,Africa,1962,lifeExp,43.922
Togo,Africa,1962,pop,1528098.0
Togo,Africa,1967,gdpPercap,1477.59676
Togo,Africa,1967,lifeExp,46.769
Togo,Africa,1967,pop,1735550.0
Togo,Africa,1972,gdpPercap,1649.660188
Togo,Africa,1972,lifeExp,49.759
Togo,Africa,1972,pop,2056351.0
Togo,Africa,1977,gdpPercap,1532.776998
Togo,Africa,1977,lifeExp,52.887
Togo,Africa,1977,pop,2308582.0
Togo,Africa,1982,gdpPercap,1344.577953
Togo,Africa,1982,lifeExp,55.471
Togo,Africa,1982,pop,2644765.0
Togo,Africa,1987,gdpPercap,1202.201361
Togo,Africa,1987,lifeExp,56.941
Togo,Africa,1987,pop,3154264.0
Togo,Africa,1992,gdpPercap,1034.298904
Togo,Africa,1992,lifeExp,58.061
Togo,Africa,1992,pop,3747553.0
Togo,Africa,1997,gdpPercap,982.2869243
Togo,Africa,1997,lifeExp,58.39
Togo,Africa,1997,pop,4320890.0
Togo,Africa,2002,gdpPercap,886.2205765
Togo,Africa,2002,lifeExp,57.561
Togo,Africa,2002,pop,4977378.0
Togo,Africa,2007,gdpPercap,882.9699438
Togo,Africa,2007,lifeExp,58.42
Togo,Africa,2007,pop,5701579.0
Tunisia,Africa,1952,gdpPercap,1468.475631
Tunisia,Africa,1952,lifeExp,44.6
Tunisia,Africa,1952,pop,3647735.0
Tunisia,Africa,1957,gdpPercap,1395.232468
Tunisia,Africa,1957,lifeExp,47.1
Tunisia,Africa,1957,pop,3950849.0
Tunisia,Africa,1962,gdpPercap,1660.30321
Tunisia,Africa,1962,lifeExp,49.579
Tunisia,Africa,1962,pop,4286552.0
Tunisia,Africa,1967,gdpPercap,1932.360167
Tunisia,Africa,1967,lifeExp,52.053
Tunisia,Africa,1967,pop,4786986.0
Tunisia,Africa,1972,gdpPercap,2753.285994
Tunisia,Africa,1972,lifeExp,55.602
Tunisia,Africa,1972,pop,5303507.0
Tunisia,Africa,1977,gdpPercap,3120.876811
Tunisia,Africa,1977,lifeExp,59.837
Tunisia,Africa,1977,pop,6005061.0
Tunisia,Africa,1982,gdpPercap,3560.233174
Tunisia,Africa,1982,lifeExp,64.048
Tunisia,Africa,1982,pop,6734098.0
Tunisia,Africa,1987,gdpPercap,3810.419296
Tunisia,Africa,1987,lifeExp,66.894
Tunisia,Africa,1987,pop,7724976.0
Tunisia,Africa,1992,gdpPercap,4332.720164
Tunisia,Africa,1992,lifeExp,70.001
Tunisia,Africa,1992,pop,8523077.0
Tunisia,Africa,1997,gdpPercap,4876.798614
Tunisia,Africa,1997,lifeExp,71.973
Tunisia,Africa,1997,pop,9231669.0
Tunisia,Africa,2002,gdpPercap,5722.895655
Tunisia,Africa,2002,lifeExp,73.042
Tunisia,Africa,2002,pop,9770575.0
Tunisia,Africa,2007,gdpPercap,7092.923025
Tunisia,Africa,2007,lifeExp,73.923
Tunisia,Africa,2007,pop,10276158.0
Uganda,Africa,1952,gdpPercap,734.753484
Uganda,Africa,1952,lifeExp,39.978
Uganda,Africa,1952,pop,5824797.0
Uganda,Africa,1957,gdpPercap,774.3710692
Uganda,Africa,1957,lifeExp,42.571
Uganda,Africa,1957,pop,6675501.0
Uganda,Africa,1962,gdpPercap,767.2717398
Uganda,Africa,1962,lifeExp,45.344
Uganda,Africa,1962,pop,7688797.0
Uganda,Africa,1967,gdpPercap,908.9185217
Uganda,Africa,1967,lifeExp,48.051
Uganda,Africa,1967,pop,8900294.0
Uganda,Africa,1972,gdpPercap,950.735869
Uganda,Africa,1972,lifeExp,51.016
Uganda,Africa,1972,pop,10190285.0
